home_team,away_team,home_points,away_points
Richmond,Elon,38.0,24.0
Lindenwood,Bryant,3.0,38.0
Anna Maria College,Castleton State College,58.0,23.0
North Park,Wheaton College (Ill),26.0,42.0
Wisconsin-Stevens Point,Wisconsin-La Crosse,7.0,41.0
Bridgewater (VA),Guilford,47.0,15.0
Wake Forest,NC State,6.0,26.0
Colorado,Arizona,31.0,34.0
UW-Whitewater,Wisconsin-Eau Claire,59.0,0.0
James Madison,Connecticut,44.0,6.0
Coe,Loras College,54.0,14.0
Missouri S&T,Truman State,14.0,24.0
Midwestern State,Texas A&M-Kingsville,21.0,27.0
Texas Lutheran,Austin College,29.0,10.0
Delta State,Mississippi College,41.0,3.0
Huntingdon,NC Wesleyan,21.0,0.0
New Mexico Highlands,Colorado Mesa,24.0,38.0
East Texas Baptist,Hardin-Simmons,27.0,42.0
Minnesota-Morris,Northwestern (MN),42.0,39.0
Ouachita Baptist,Henderson State,27.0,31.0
Western New Mexico,Eastern New Mexico,25.0,24.0
Fort Hays State,Emporia State,42.0,45.0
Washburn,Northeastern State,45.0,14.0
Berry College,Rhodes,36.0,12.0
Millikin,Carthage,15.0,24.0
Wilmington (OH),Ohio Northern,14.0,38.0
Augustana (SD),Bemidji State,38.0,19.0
Northwest Missouri State,Nebraska-Kearney,56.0,7.0
Tennessee Tech,Gardner-Webb,0.0,35.0
Southern,Prairie View,21.0,27.0
UT Martin,Southeast Missouri State,41.0,14.0
Incarnate Word,Northwestern State,1.0,0.0
Missouri State,Northern Iowa,35.0,16.0
Utah State,Nevada,41.0,24.0
Mississippi Valley State,Alabama State,3.0,20.0
Abilene Christian,Tarleton State,30.0,31.0
Montana State,Eastern Washington,57.0,14.0
Weber State,Idaho,31.0,29.0
Northern Arizona,Northern Colorado,28.0,7.0
Kansas State,Baylor,59.0,25.0
Louisiana Tech,Sam Houston State,27.0,42.0
Kennesaw State,Virginia Lynchburg,63.0,3.0
Wisconsin-Platteville,UW-Stout,41.0,24.0
St. Norbert,Benedictine (IL),24.0,0.0
Colorado State-Pueblo,Black Hills State,42.0,37.0
Southern Arkansas,Arkansas-Monticello,60.0,17.0
Arkansas Tech,Harding,0.0,56.0
Pittsburg State,Central Oklahoma,20.0,10.0
Adams State,Western State,24.0,45.0
Southern Nazarene,Oklahoma Baptist,49.0,21.0
Southeastern Oklahoma,East Central,24.0,14.0
Missouri Southern State,Missouri Western,47.0,41.0
Mercer,Samford,28.0,21.0
University of Texas of the Permian Basin,Central Washington,42.0,14.0
Howard,North Carolina Central,50.0,20.0
Western Kentucky,New Mexico State,29.0,38.0
Washington,Utah,35.0,28.0
Missouri,Tennessee,36.0,7.0
Middle Tennessee,Florida International,40.0,6.0
North Dakota State,Southern Illinois,34.0,10.0
Iowa,Rutgers,22.0,0.0
Coastal Carolina,Texas State,31.0,23.0
Navy,UAB,31.0,6.0
UCF,Oklahoma State,45.0,3.0
Syracuse,Pittsburgh,28.0,13.0
Florida State,Miami,27.0,20.0
Purdue,Minnesota,49.0,30.0
Wisconsin,Northwestern,10.0,24.0
California,Washington State,42.0,39.0
Nicholls,Lamar,37.0,24.0
San Diego,St. Thomas (MN),14.0,20.0
Tusculum,Lenoir-Rhyne,7.0,48.0
Florida Atlantic,East Carolina,7.0,22.0
Arkansas,Auburn,10.0,48.0
UNC Pembroke,Concord,68.0,21.0
Northwestern Oklahoma State,Southwestern Oklahoma,41.0,0.0
Linfield,Whitworth,24.0,28.0
Willamette,Lewis & Clark,13.0,63.0
Puget Sound,Pacific Lutheran,7.0,42.0
Texas A&M-Commerce,Southeastern Louisiana,14.0,52.0
South Alabama,Arkansas State,21.0,14.0
Stephen F. Austin,Southern Utah,17.0,45.0
Mayville State,Martin Luther College,45.0,20.0
Central Arkansas,Eastern Kentucky,27.0,24.0
Sacramento State,Cal Poly,41.0,30.0
Kentucky Wesleyan,Ashland,23.0,56.0
Colby,Bowdoin,14.0,35.0
Johns Hopkins,McDaniel College,58.0,7.0
Oregon State,Stanford,62.0,17.0
Idaho State,UC Davis,14.0,21.0
Washington (MO),Carroll (WI),35.0,23.0
MIT,Worcester Polytechnic,25.0,21.0
Montclair State,Muhlenberg,14.0,45.0
Houston,Cincinnati,14.0,24.0
Colorado State,San Diego State,22.0,19.0
Marshall,Georgia Southern,38.0,33.0
Georgia,Ole Miss,52.0,17.0
Oklahoma,West Virginia,59.0,20.0
George Fox University,Pacific (OR),45.0,42.0
Angelo State,Western Oregon,31.0,13.0
Carnegie Mellon,Case Western Reserve,31.0,21.0
Valdosta State,West Georgia,58.0,28.0
TCU,Texas,26.0,29.0
LSU,Florida,52.0,35.0
Texas A&M,Mississippi State,51.0,10.0
UT San Antonio,Rice,34.0,14.0
Ohio State,Michigan State,38.0,3.0
North Carolina,Duke,47.0,45.0
McNeese,Houston Christian,24.0,35.0
Portland State,Montana,10.0,34.0
UCLA,Arizona State,7.0,17.0
Boise State,New Mexico,42.0,14.0
BYU,Iowa State,13.0,45.0
Oregon,USC,36.0,27.0
San José State,Fresno State,42.0,18.0
Hawai'i,Air Force,27.0,13.0
Florida A&M,Lincoln University (CA),28.0,0.0
Texas Southern,Alcorn State,44.0,10.0
Eastern Michigan,Akron,30.0,27.0
Bowling Green,Toledo,31.0,32.0
Northern Illinois,Western Michigan,24.0,0.0
Ohio,Central Michigan,34.0,20.0
Miami (OH),Buffalo,23.0,10.0
Pittsburgh,Boston College,24.0,16.0
Southeastern Louisiana,Nicholls,16.0,21.0
Alabama A&M,Mississippi Valley State,30.0,21.0
UT San Antonio,South Florida,49.0,21.0
Washington State,Colorado,56.0,14.0
Maryland,Michigan,24.0,31.0
Indiana,Michigan State,21.0,24.0
Navy,East Carolina,10.0,0.0
Florida Atlantic,Tulane,8.0,24.0
Northwestern,Purdue,23.0,15.0
Wagner,Post University,48.0,21.0
Penn State,Rutgers,27.0,6.0
Memphis,SMU,34.0,38.0
Texas A&M,Abilene Christian,38.0,10.0
Connecticut,Sacred Heart,31.0,3.0
Central Connecticut,St Francis (PA),14.0,49.0
BYU,Oklahoma,24.0,31.0
Merrimack,Duquesne,14.0,26.0
Marist,Bucknell,21.0,38.0
Holy Cross,Georgetown,31.0,10.0
Stetson,San Diego,20.0,47.0
VMI,Western Carolina,20.0,10.0
Lehigh,Lafayette,21.0,49.0
Brown,Dartmouth,13.0,38.0
Yale,Harvard,23.0,18.0
Robert Morris,Eastern Illinois,14.0,28.0
Butler,Drake,9.0,13.0
Army,Coastal Carolina,28.0,21.0
Mississippi State,Southern Mississippi,41.0,20.0
Wofford,Furman,19.0,13.0
Miami,Louisville,31.0,38.0
Alabama,Chattanooga,66.0,10.0
Ole Miss,Louisiana Monroe,35.0,3.0
William & Mary,Richmond,26.0,27.0
Towson,Rhode Island,31.0,30.0
Presbyterian College,Morehead State,31.0,27.0
Samford,UT Martin,27.0,17.0
Albany,Monmouth,41.0,0.0
New Hampshire,Maine,44.0,25.0
Gardner-Webb,Charleston Southern,34.0,10.0
Bryant,Southeast Missouri State,45.0,21.0
Elon,Hampton,51.0,14.0
Cornell,Columbia,14.0,22.0
Delaware,Villanova,7.0,35.0
North Carolina A&T,Campbell,14.0,28.0
Stonehill,Long Island University,40.0,23.0
Howard,Morgan State,14.0,7.0
Pennsylvania,Princeton,17.0,24.0
Colgate,Fordham,21.0,14.0
East Tennessee State,The Citadel,35.0,23.0
Liberty,UMass,49.0,25.0
Jacksonville State,Louisiana Tech,56.0,17.0
Wyoming,Hawai'i,42.0,9.0
Middle Tennessee,UTEP,34.0,30.0
James Madison,Appalachian State,23.0,26.0
Montana,Montana State,37.0,7.0
Northern Colorado,Portland State,23.0,27.0
Southern Illinois,Indiana State,38.0,9.0
Murray State,Youngstown State,17.0,34.0
Western Illinois,South Dakota,6.0,48.0
St. Thomas (MN),Valparaiso,16.0,10.0
North Carolina Central,Delaware State,52.0,14.0
Charlotte,Rice,7.0,28.0
Norfolk State,South Carolina State,17.0,44.0
North Dakota,Illinois State,10.0,9.0
Austin Peay,Central Arkansas,7.0,3.0
Eastern Kentucky,Stephen F. Austin,36.0,24.0
Ball State,Kent State,34.0,3.0
West Virginia,Cincinnati,42.0,21.0
Arizona,Utah,42.0,18.0
Tulsa,North Texas,28.0,35.0
Colorado State,Nevada,30.0,20.0
UAB,Temple,34.0,24.0
Arkansas State,Texas State,77.0,31.0
Texas Southern,Arkansas-Pine Bluff,34.0,35.0
UC Davis,Sacramento State,17.0,7.0
Tennessee State,Tennessee Tech,0.0,28.0
Northwestern State,Texas A&M-Commerce,0.0,1.0
Houston Christian,Incarnate Word,24.0,45.0
Virginia,Duke,30.0,27.0
Prairie View,Alabama State,21.0,14.0
Jackson State,Alcorn State,24.0,28.0
South Dakota State,Missouri State,35.0,17.0
USC,UCLA,20.0,38.0
Clemson,North Carolina,31.0,20.0
Florida A&M,Bethune-Cookman,24.0,7.0
Western Kentucky,Sam Houston State,28.0,23.0
Troy,Louisiana,31.0,24.0
TCU,Baylor,42.0,17.0
Tennessee,Georgia,10.0,38.0
Iowa,Illinois,15.0,13.0
Air Force,UNLV,27.0,31.0
Notre Dame,Wake Forest,45.0,7.0
Virginia Tech,NC State,28.0,35.0
Auburn,New Mexico State,10.0,31.0
Ohio State,Minnesota,37.0,3.0
Houston,Oklahoma State,30.0,43.0
Arizona State,Oregon,13.0,49.0
Lamar,McNeese,45.0,27.0
Eastern Washington,Northern Arizona,42.0,49.0
Northern Iowa,North Dakota State,27.0,48.0
South Alabama,Marshall,28.0,0.0
Texas Tech,UCF,24.0,23.0
Georgia Southern,Old Dominion,17.0,20.0
Florida State,North Alabama,58.0,13.0
Stanford,California,15.0,27.0
Idaho,Idaho State,63.0,21.0
Utah Tech,Southern Utah,16.0,24.0
Utah State,Boise State,10.0,45.0
Davidson,Dayton,7.0,35.0
Kansas,Kansas State,27.0,31.0
Missouri,Florida,33.0,31.0
Oregon State,Washington,20.0,22.0
South Carolina,Kentucky,17.0,14.0
Arkansas,Florida International,44.0,20.0
Wisconsin,Nebraska,24.0,17.0
Georgia Tech,Syracuse,31.0,22.0
Cal Poly,Weber State,21.0,48.0
Iowa State,Texas,16.0,26.0
LSU,Georgia State,56.0,14.0
San José State,San Diego State,24.0,13.0
Fresno State,New Mexico,17.0,25.0
Western Michigan,Bowling Green,10.0,34.0
Buffalo,Eastern Michigan,11.0,24.0
Alabama State,Tuskegee,41.0,3.0
Mississippi State,Ole Miss,7.0,17.0
Oklahoma,TCU,69.0,45.0
Akron,Ohio,14.0,25.0
Central Michigan,Toledo,17.0,32.0
Boston College,Miami,20.0,45.0
Nebraska,Iowa,10.0,13.0
Temple,Memphis,21.0,45.0
Tulane,UT San Antonio,29.0,16.0
New Mexico,Utah State,41.0,44.0
Arkansas,Missouri,14.0,48.0
Boise State,Air Force,27.0,19.0
Michigan State,Penn State,0.0,42.0
Texas,Texas Tech,57.0,7.0
Oregon,Oregon State,31.0,7.0
Duke,Pittsburgh,30.0,19.0
Ball State,Miami (OH),15.0,17.0
Southern Mississippi,Troy,17.0,35.0
SMU,Navy,59.0,14.0
UCF,Houston,27.0,13.0
Louisville,Kentucky,31.0,38.0
Kent State,Northern Illinois,27.0,37.0
UMass,Connecticut,18.0,31.0
Sam Houston State,Middle Tennessee,23.0,20.0
Purdue,Indiana,35.0,31.0
Michigan,Ohio State,30.0,24.0
LSU,Texas A&M,42.0,30.0
Rice,Florida Atlantic,24.0,21.0
North Texas,UAB,45.0,42.0
Old Dominion,Georgia State,25.0,24.0
Syracuse,Wake Forest,35.0,31.0
East Carolina,Tulsa,27.0,29.0
Grambling,Southern,22.0,27.0
Florida International,Western Kentucky,28.0,41.0
UNLV,San José State,31.0,37.0
Utah,Colorado,23.0,17.0
Louisiana,Louisiana Monroe,52.0,21.0
Oklahoma State,BYU,40.0,34.0
Marshall,Arkansas State,35.0,21.0
Coastal Carolina,James Madison,14.0,56.0
Appalachian State,Georgia Southern,55.0,27.0
Virginia,Virginia Tech,17.0,55.0
Minnesota,Wisconsin,14.0,28.0
Arizona State,Arizona,23.0,59.0
Tennessee,Vanderbilt,48.0,24.0
Rutgers,Maryland,24.0,42.0
Illinois,Northwestern,43.0,45.0
UTEP,Liberty,28.0,42.0
Auburn,Alabama,24.0,27.0
New Mexico State,Jacksonville State,20.0,17.0
Washington,Washington State,24.0,21.0
Texas State,South Alabama,52.0,44.0
Baylor,West Virginia,31.0,34.0
Stanford,Notre Dame,23.0,56.0
Florida,Florida State,15.0,24.0
South Carolina,Clemson,7.0,16.0
Cincinnati,Kansas,16.0,49.0
Georgia Tech,Georgia,23.0,31.0
South Florida,Charlotte,48.0,14.0
Kansas State,Iowa State,35.0,42.0
NC State,North Carolina,39.0,20.0
Nevada,Wyoming,6.0,42.0
San Diego State,Fresno State,33.0,18.0
UCLA,California,7.0,33.0
Hawai'i,Colorado State,27.0,24.0
Liberty,New Mexico State,49.0,35.0
Washington,Oregon,34.0,31.0
Toledo,Miami (OH),14.0,23.0
Texas,Oklahoma State,49.0,21.0
UNLV,Boise State,20.0,44.0
Tulane,SMU,14.0,26.0
Alabama,Georgia,27.0,24.0
Troy,Appalachian State,49.0,23.0
Florida State,Louisville,16.0,6.0
Iowa,Michigan,0.0,26.0
Army,Navy,17.0,11.0
